sheet,obj_code,obj_code_name,txn_date,doc_type,doc_number,origin,post_date,ref_doc_number,org_doc_number,entry_description,doc_description,vendor,budget_amount,actuals_amount,encumbrance_amount
1101935 FY25,5230,Office Supplies,2024-12-02,PCDO,29505536,01,2024-12-02,,,rolling lab chairs to use in mcghee lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 127683 / AMZN Mktp US ZD7T03IM3 / $521.72",,0.0,521.72,0.0
1101935 FY25,5230,Office Supplies,2025-01-21,PCDO,29862491,01,2025-01-21,,,Dry erase boards,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 148306 / Amazon.com Z58ZG3L72 / $326.09",,0.0,326.09,0.0
1101935 FY25,5230,Office Supplies,,,29912447,01,2025-01-21,,,Dry erase boards,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 150998 / Amazon.com ZG1PP7O22 / $652.18",,0.0,652.18,0.0
1101935 FY25,5230,Office Supplies,,,29935945,01,2025-01-21,,,Dry Erase markers,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 152226 / AMZN Mktp US ZD8LT6WC1 / $46.41",,0.0,44.37,0.0
1101935 FY25,5230,Office Supplies,2025-02-18,PCDO,30080134,01,2025-02-18,,,Privacy screen,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 161028 / AMAZON MKTPL Z78Q47IY2 / $139.89",,0.0,139.89,0.0
1101935 FY25,5230,Office Supplies,2025-07-11,YEGE,31553281,01,2025-07-11,,,01-29862492: White Board,Year End General Error Correction - Moving expenses to correct account,,0.0,163.04,0.0
1101935 FY25,5260,R/M Supplies - Shop,2024-10-09,PCDO,29050046,01,2024-10-09,,,Ply wood,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 99427 / THE HOME DEPOT #0486 / $202.79",,0.0,202.79,0.0
1101935 FY25,5260,R/M Supplies - Shop,2024-10-10,PCDO,29050048,01,2024-10-10,,,Refund for Ply wood,Procurement Card - Auto Approve 10/10/2024 12:19 AM / 99837 / THE HOME DEPOT #0486 / $-213.66,,0.0,-213.66,0.0
1101935 FY25,5260,R/M Supplies - Shop,2025-05-27,PO,31097827,01,2025-05-27,806710,,WW GRAINGER INC,PO: 806710 Contract Manager: 99 Vendor: WW GRAINGER INC Amount: 181.78,WW GRAINGER INC,0.0,0.0,181.78
1101935 FY25,5260,R/M Supplies - Shop,2025-06-05,PRNC,31196997,01,2025-06-05,806710,,WW GRAINGER INC,PO: 806710 Vendor: WW GRAINGER INC Account: UA 1101935 Amount: 20.97 Pay Date: 06/24/2025,WW GRAINGER INC,0.0,20.97,-21.05
1101935 FY25,5260,R/M Supplies - Shop,2025-06-07,PRNC,31212786,01,2025-06-09,806710,,WW GRAINGER INC,PO: 806710 Vendor: WW GRAINGER INC Account: UA 1101935 Amount: 17.67 Pay Date: 06/24/2025,WW GRAINGER INC,0.0,17.67,-17.74
1101935 FY25,5260,R/M Supplies - Shop,,,31212828,01,2025-06-09,806710,,WW GRAINGER INC,PO: 806710 Vendor: WW GRAINGER INC Account: UA 1101935 Amount: 142.48 Pay Date: 06/22/2025,WW GRAINGER INC,0.0,142.48,-142.99
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-07-08,PO,28368109,01,2024-07-08,764325,,WW GRAINGER INC,PO: 764325 Contract Manager: 99 Vendor: WW GRAINGER INC Amount: 483.35,WW GRAINGER INC,0.0,0.0,483.35
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-07-09,PCDO,28337566,01,2024-07-09,,,Supplies for McGheeLab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 58958 / IN AURITA CORPORATION / $2500.00",,0.0,2500.0,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28357712,01,2024-07-09,,,Supplies for McGheeLab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 60238 / AMAZON MKTPL R73BL0ZD2 / $16.28",,0.0,16.28,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28357714,01,2024-07-09,,,Supplies for McGheeLab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 60497 / AMAZON MKTPL R76CI6JB2 / $23.90",,0.0,23.9,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28357715,01,2024-07-09,,,Supplies for McGheeLab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 60478 / AMAZON MKTPL R72M06ZV2 / $361.83",,0.0,361.83,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-07-12,PRNC,28404694,01,2024-07-12,764325,,WW GRAINGER INC,PO: 764325 Vendor: WW GRAINGER INC Account: UA 1101935 Amount: 519.02 Pay Date: 08/04/2024,WW GRAINGER INC,0.0,519.02,-477.49
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28404801,01,2024-07-12,764325,,WW GRAINGER INC,PO: 764325 Vendor: WW GRAINGER INC Account: UA 1101935 Amount: 6.37 Pay Date: 08/04/2024,WW GRAINGER INC,0.0,6.37,-5.86
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-07-22,PO,28479356,01,2024-07-22,766184,,WW GRAINGER INC,PO: 766184 Contract Manager: 99 Vendor: WW GRAINGER INC Amount: 1186.90,WW GRAINGER INC,0.0,0.0,1186.9
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28479566,01,2024-07-22,766189,,VWR INTL LLC,PO: 766189 Contract Manager: 99 Vendor: VWR INTL LLC Amount: 12708.18,VWR INTL LLC,0.0,0.0,12708.18
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28480302,01,2024-07-22,766198,,LIFE TECHNOLOGIES CORP,PO: 766198 Contract Manager: 99 Vendor: LIFE TECHNOLOGIES CORP Amount: 321.85,LIFE TECHNOLOGIES CORP,0.0,0.0,321.85
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-07-24,PO,28501262,01,2024-07-24,766579,,ODP BUSINESS SOLUTIONS LLC,PO: 766579 Contract Manager: 99 Vendor: ODP BUSINESS SOLUTIONS LLC Amount: 446.20,ODP BUSINESS SOLUTIONS LLC,0.0,0.0,446.2
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28502807,01,2024-07-24,766593,,SIGMA ALDRICH INC,PO: 766593 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 5240.33,SIGMA ALDRICH INC,0.0,0.0,5240.33
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PRNC,28501897,01,2024-07-24,766184,,WW GRAINGER INC,PO: 766184 Vendor: WW GRAINGER INC Account: UA 1101935 Amount: 1182.55 Pay Date: 08/17/2024,WW GRAINGER INC,0.0,1182.55,-1186.9
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-07-26,PREQ,28520747,01,2024-07-26,766579,,ODP BUSINESS SOLUTIONS LLC,PO: 766579 Vendor: ODP BUSINESS SOLUTIONS LLC Amount: 167.92,ODP BUSINESS SOLUTIONS LLC,0.0,167.92,-169.32
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-07-28,PCDO,28436212,01,2024-07-29,,,Supplies for McGhee Lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 63947 / AMAZON MKTPL RY8WS2IE1 / $127.12",,0.0,127.12,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28436213,01,2024-07-29,,,Supplies for McGhee Lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 64163 / AMAZON MKTPL RY84S77Q2 / $114.60",,0.0,114.6,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28436214,01,2024-07-29,,,Supplies for McGhee Lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 63605 / AMAZON MKTPL RY5BR7662 / $406.98",,0.0,406.98,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28446795,01,2024-07-29,,,Supplies for McGhee Lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 64645 / AMAZON MKTPL RY5896YP1 / $28.25",,0.0,28.25,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28446796,01,2024-07-29,,,Supplies for McGhee Lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 64547 / SP LIFE SCIENCES TRA / $1350.00",,0.0,1350.0,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28498297,01,2024-07-29,,,Supplies for McGhee Lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 66885 / THE HOME DEPOT #0486 / $166.75",,0.0,166.75,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-07-29,PRNC,28536258,01,2024-07-29,766189,,VWR INTL LLC,PO: 766189 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 12591.69 Pay Date: 08/20/2024,VWR INTL LLC,0.0,12591.69,-12708.18
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-07-30,PO,28553373,01,2024-07-30,767458,,SIGMA ALDRICH INC,PO: 767458 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 115.65,SIGMA ALDRICH INC,0.0,0.0,115.65
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PREQ,28544708,01,2024-07-30,766198,,LIFE TECHNOLOGIES CORP,PO: 766198 Vendor: LIFE TECHNOLOGIES CORP Amount: 394.06,LIFE TECHNOLOGIES CORP,0.0,394.06,-321.85
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PRNC,28549850,01,2024-07-30,766593,28520998,SIGMA ALDRICH INC,PO: 766593 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 400.71 Pay Date: 08/20/2024,SIGMA ALDRICH INC,0.0,422.61,-426.59
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-01,PRNC,28565172,01,2024-08-01,766593,28521104,SIGMA ALDRICH INC,PO: 766593 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 1268.53 Pay Date: 08/20/2024,SIGMA ALDRICH INC,0.0,1338.64,-1365.94
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28565374,01,2024-08-01,766593,28521156,SIGMA ALDRICH INC,PO: 766593 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 404.93 Pay Date: 08/20/2024,SIGMA ALDRICH INC,0.0,427.5,-439.68
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-06,PRNC,28608443,01,2024-08-06,767458,28564571,SIGMA ALDRICH INC,PO: 767458 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 129.00 Pay Date: 08/26/2024,SIGMA ALDRICH INC,0.0,134.94,-115.65
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28608930,01,2024-08-06,766593,28530508,SIGMA ALDRICH INC,PO: 766593 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 1438.79 Pay Date: 08/21/2024,SIGMA ALDRICH INC,0.0,1518.67,-1556.33
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-08,PRNC,28623033,01,2024-08-08,766593,28573936,SIGMA ALDRICH INC,PO: 766593 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 468.36 Pay Date: 08/27/2024,SIGMA ALDRICH INC,0.0,493.95,-498.59
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-10,PCDO,28520284,01,2024-08-12,,,Supplies for McGhee Lab,Procurement Card - Auto Approve 08/10/2024 12:17 AM / 68505 / SPHERE FLUIDICS LIMITE / $2515.91,,0.0,2428.0,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28520285,01,2024-08-12,,,Supplies for McGhee Lab,Procurement Card - Auto Approve 08/10/2024 12:17 AM / 68898 / AMAZON MKTPL RJ6CQ56R2 / $141.26,,0.0,141.26,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28520286,01,2024-08-12,,,Supplies for McGhee Lab,Procurement Card - Auto Approve 08/10/2024 12:17 AM / 68980 / AMAZON MKTPL RJ5X33H82 / $49.99,,0.0,49.99,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-12,PCDO,28531582,01,2024-08-12,,,Microfluidic droplet generation package,Procurement Card - Auto Approve 08/12/2024 12:47 AM / 70058 / PAYPAL BARTELSMIKR / $2559.49,,0.0,2559.49,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,,,,,,Use Tax 5.600% on 2559.49,Procurement Card - Auto Approve 08/12/2024 12:47 AM / 70058 / PAYPAL BARTELSMIKR / $2559.49,,0.0,143.33,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28563910,01,2024-08-12,,,Supplies for McGhee Lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 71471 / AMAZON MKTPL RV5CV1QD0 / $8.25",,0.0,8.25,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28573256,01,2024-08-12,,,Supplies for McGhee Lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 72184 / AMAZON MKTPL RV35A4YJ2 / $46.87",,0.0,46.87,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28611795,01,2024-08-12,,,Supplies for McGhee Lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 74424 / AMAZON MKTPL RF04L3ZT0 / $41.29",,0.0,41.29,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PO,28652386,01,2024-08-12,769056,,WW GRAINGER INC,PO: 769056 Contract Manager: 99 Vendor: WW GRAINGER INC Amount: 512.56,WW GRAINGER INC,0.0,0.0,512.56
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-15,PRNC,28687838,01,2024-08-15,766593,28612168,SIGMA ALDRICH INC,PO: 766593 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 437.07 Pay Date: 09/01/2024,SIGMA ALDRICH INC,0.0,461.43,-474.57
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-16,PREQ,28697042,01,2024-08-16,766579,,ODP BUSINESS SOLUTIONS LLC,PO: 766579 Vendor: ODP BUSINESS SOLUTIONS LLC Amount: 275.87,ODP BUSINESS SOLUTIONS LLC,0.0,275.87,-276.88
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-20,PO,28729317,01,2024-08-20,770148,,CELL CULTURE COLLECTIVE INC,PO: 770148 Contract Manager: 99 Vendor: CELL CULTURE COLLECTIVE INC Amount: 656.35,CELL CULTURE COLLECTIVE INC,0.0,0.0,656.35
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28729760,01,2024-08-20,770155,,FISHER SCIENTIFIC COMPANY LLC,PO: 770155 Contract Manager: 99 Vendor: FISHER SCIENTIFIC COMPANY LLC Amount: 1668.80,FISHER SCIENTIFIC COMPANY LLC,0.0,0.0,1668.8
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28729778,01,2024-08-20,770156,,CELL CULTURE COLLECTIVE INC,PO: 770156 Contract Manager: 99 Vendor: CELL CULTURE COLLECTIVE INC Amount: 857.57,CELL CULTURE COLLECTIVE INC,0.0,0.0,857.57
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28734427,01,2024-08-20,770297,,RESEARCH PRODUCTS INTL CORP,PO: 770297 Contract Manager: 99 Vendor: RESEARCH PRODUCTS INTL CORP Amount: 1238.88,RESEARCH PRODUCTS INTL CORP,0.0,0.0,1238.88
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28734443,01,2024-08-20,770298,,USA SCIENTIFIC INC,PO: 770298 Contract Manager: 99 Vendor: USA SCIENTIFIC INC Amount: 146.45,USA SCIENTIFIC INC,0.0,0.0,146.45
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28734458,01,2024-08-20,770299,,CHEMGLASS LIFE SCIENCES LLC,PO: 770299 Contract Manager: 99 Vendor: CHEMGLASS LIFE SCIENCES LLC Amount: 332.78,CHEMGLASS LIFE SCIENCES LLC,0.0,0.0,332.78
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28734487,01,2024-08-20,770300,,VWR INTL LLC,PO: 770300 Contract Manager: 99 Vendor: VWR INTL LLC Amount: 1541.74,VWR INTL LLC,0.0,0.0,1541.74
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28736212,01,2024-08-20,770348,,VWR INTL LLC,PO: 770348 Contract Manager: 99 Vendor: VWR INTL LLC Amount: 1880.38,VWR INTL LLC,0.0,0.0,1880.38
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-21,PRNC,28739546,01,2024-08-21,770155,,FISHER SCIENTIFIC COMPANY LLC,PO: 770155 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 706.55 Pay Date: 09/15/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,706.55,-709.09
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28747292,01,2024-08-21,769056,,WW GRAINGER INC,PO: 769056 Vendor: WW GRAINGER INC Account: UA 1101935 Amount: 659.69 Pay Date: 09/11/2024,WW GRAINGER INC,0.0,659.69,-512.56
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-22,PO,28754659,01,2024-08-22,770657,,SIGMA ALDRICH INC,PO: 770657 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 311.16,SIGMA ALDRICH INC,0.0,0.0,311.16
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PRNC,28749825,01,2024-08-22,770155,,FISHER SCIENTIFIC COMPANY LLC,PO: 770155 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 247.54 Pay Date: 09/16/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,247.54,-248.45
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-23,PREQ,28767061,01,2024-08-23,770297,,RESEARCH PRODUCTS INTL CORP,PO: 770297 Vendor: RESEARCH PRODUCTS INTL CORP Amount: 808.00,RESEARCH PRODUCTS INTL CORP,0.0,853.25,-853.25
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PRNC,28760224,01,2024-08-23,770300,,VWR INTL LLC,PO: 770300 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 55.78 Pay Date: 09/17/2024,VWR INTL LLC,0.0,55.78,-56.3
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28760231,01,2024-08-23,770348,,VWR INTL LLC,PO: 770348 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 1175.61 Pay Date: 09/17/2024,VWR INTL LLC,0.0,1175.61,-1186.49
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28760237,01,2024-08-23,770300,,VWR INTL LLC,PO: 770300 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 224.44 Pay Date: 09/17/2024,VWR INTL LLC,0.0,224.44,-226.52
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28760364,01,2024-08-23,770348,,VWR INTL LLC,PO: 770348 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 362.97 Pay Date: 09/17/2024,VWR INTL LLC,0.0,362.97,-366.34
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28760473,01,2024-08-23,770348,,VWR INTL LLC,PO: 770348 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 142.16 Pay Date: 09/17/2024,VWR INTL LLC,0.0,142.16,-143.49
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28760533,01,2024-08-23,770298,,USA SCIENTIFIC INC,PO: 770298 Vendor: USA SCIENTIFIC INC Account: UA 1101935 Amount: 145.93 Pay Date: 09/17/2024,USA SCIENTIFIC INC,0.0,145.93,-146.45
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28760648,01,2024-08-23,770348,,VWR INTL LLC,PO: 770348 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 165.09 Pay Date: 09/17/2024,VWR INTL LLC,0.0,165.09,-166.61
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28760741,01,2024-08-23,770155,,FISHER SCIENTIFIC COMPANY LLC,PO: 770155 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 292.25 Pay Date: 09/17/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,292.25,-293.32
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28760791,01,2024-08-23,770348,,VWR INTL LLC,PO: 770348 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 17.29 Pay Date: 09/17/2024,VWR INTL LLC,0.0,17.29,-17.45
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-26,PRNC,28779813,01,2024-08-26,770300,,VWR INTL LLC,PO: 770300 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 115.45 Pay Date: 09/17/2024,VWR INTL LLC,0.0,115.45,-116.51
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-27,PRNC,28789770,01,2024-08-27,770155,,FISHER SCIENTIFIC COMPANY LLC,PO: 770155 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 182.68 Pay Date: 09/21/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,182.68,-183.35
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28792640,01,2024-08-27,770300,,VWR INTL LLC,PO: 770300 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 504.93 Pay Date: 09/17/2024,VWR INTL LLC,0.0,504.93,-509.6
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28796530,01,2024-08-27,770299,,CHEMGLASS LIFE SCIENCES LLC,PO: 770299 Vendor: CHEMGLASS LIFE SCIENCES LLC Account: UA 1101935 Amount: 315.14 Pay Date: 09/17/2024,CHEMGLASS LIFE SCIENCES LLC,0.0,332.78,-332.78
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-28,PRNC,28804569,01,2024-08-28,770657,28760505,SIGMA ALDRICH INC,PO: 770657 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 308.20 Pay Date: 09/18/2024,SIGMA ALDRICH INC,0.0,324.17,-311.16
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-29,PREQ,28817032,01,2024-08-29,770297,,RESEARCH PRODUCTS INTL CORP,PO: 770297 Vendor: RESEARCH PRODUCTS INTL CORP Amount: 178.43,RESEARCH PRODUCTS INTL CORP,0.0,188.42,-188.42
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PRNC,28819842,01,2024-08-29,766593,28725675,SIGMA ALDRICH INC,PO: 766593 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 82.09 Pay Date: 09/14/2024,SIGMA ALDRICH INC,0.0,86.67,-89.14
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-08-30,PCDO,28696849,01,2024-08-30,,,Prusa XL printer and accessories,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 78751 / Prusa Research / $4336.30",,0.0,4038.89,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-02,PCDO,28711056,01,2024-09-03,,,Surface Laptop,Procurement Card - Auto Approve 09/02/2024 12:47 AM / 80344 / AMAZON MKTPL RU00J4LN0 / $3678.79,,0.0,3678.79,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28711058,01,2024-09-03,,,Xbox controller Chargers,Procurement Card - Auto Approve 09/02/2024 12:47 AM / 80287 / Amazon.com RU1I37FI1 / $168.64,,0.0,168.64,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-03,PCDO,28774157,01,2024-09-03,,,Surface Pens,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 83764 / AMAZON MKTPL R41HA0N91 / $358.56",,0.0,358.56,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28802232,01,2024-09-03,,,Xbox controllers,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 84809 / AMAZON MKTPL R42AQ2GY0 / $191.00",,0.0,191.0,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PO,28839929,01,2024-09-03,771932,,SIGMA ALDRICH INC,PO: 771932 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 138.56,SIGMA ALDRICH INC,0.0,0.0,138.56
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-05,PO,28870362,01,2024-09-05,772490,,CHEMGLASS LIFE SCIENCES LLC,PO: 772490 Contract Manager: 99 Vendor: CHEMGLASS LIFE SCIENCES LLC Amount: 37.85,CHEMGLASS LIFE SCIENCES LLC,0.0,0.0,37.85
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28870377,01,2024-09-05,772491,,SIGMA ALDRICH INC,PO: 772491 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 246.57,SIGMA ALDRICH INC,0.0,0.0,246.57
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28870392,01,2024-09-05,772492,,CELL CULTURE COLLECTIVE INC,PO: 772492 Contract Manager: 99 Vendor: CELL CULTURE COLLECTIVE INC Amount: 190.38,CELL CULTURE COLLECTIVE INC,0.0,0.0,190.38
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28870407,01,2024-09-05,772493,,FISHER SCIENTIFIC COMPANY LLC,PO: 772493 Contract Manager: 99 Vendor: FISHER SCIENTIFIC COMPANY LLC Amount: 240.66,FISHER SCIENTIFIC COMPANY LLC,0.0,0.0,240.66
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28870437,01,2024-09-05,772495,,VWR INTL LLC,PO: 772495 Contract Manager: 99 Vendor: VWR INTL LLC Amount: 377.58,VWR INTL LLC,0.0,0.0,377.58
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28870453,01,2024-09-05,772496,,LIFE SCIENCE PRODUCTS INC,PO: 772496 Contract Manager: 99 Vendor: LIFE SCIENCE PRODUCTS INC Amount: 192.61,LIFE SCIENCE PRODUCTS INC,0.0,0.0,192.61
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28870470,01,2024-09-05,772497,,SARSTEDT INC,PO: 772497 Contract Manager: 99 Vendor: SARSTEDT INC Amount: 153.34,SARSTEDT INC,0.0,0.0,153.34
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28870515,01,2024-09-05,772500,,VWR INTL LLC,PO: 772500 Contract Manager: 99 Vendor: VWR INTL LLC Amount: 48.33,VWR INTL LLC,0.0,0.0,48.33
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28870532,01,2024-09-05,772501,,SIGMA ALDRICH INC,PO: 772501 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 129.93,SIGMA ALDRICH INC,0.0,0.0,129.93
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28870552,01,2024-09-05,772502,,FISHER SCIENTIFIC COMPANY LLC,PO: 772502 Contract Manager: 99 Vendor: FISHER SCIENTIFIC COMPANY LLC Amount: 1426.87,FISHER SCIENTIFIC COMPANY LLC,0.0,0.0,1426.87
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-06,PCDO,28774156,01,2024-09-06,,,Stepper motor linear rail + promo,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 84060 / AMAZON MKTPL R45562FW0 / $449.20",,0.0,449.2,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28802233,01,2024-09-06,,,12V 3A power supply,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 84994 / AMAZON MKTPL R45RY22R2 / $67.38",,0.0,67.38,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-07,PRNC,28885801,01,2024-09-09,770155,,FISHER SCIENTIFIC COMPANY LLC,PO: 770155 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 233.73 Pay Date: 10/02/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,233.73,-234.59
